name,price_level,rating,types,user_ratings_total,lat,lng,closest_metro,closest_metro_km,Quantity of nearest museum,Quantity of nearest art_gallery,Quantity of nearest shopping_mall,Quantity of nearest places_tourist_attraction,Quantity of nearest same establishment,opportunity_take_away,"distance_to_center, km",result
Sever-Metropol',2.0,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",167.0,59.94338639999999,30.3549553,['Чернышевская'],0.2982951161660738,40,36,10,53,112,0,1.9886560083098392,734.8000000000001
Zhy shy Coffee Club,,4.9,"['cafe', 'food', 'point_of_interest', 'establishment']",35.0,59.9441953,30.3585122,['Чернышевская'],0.080314694469538,29,29,9,42,106,0,2.2056442220756485,171.5
Kofe-Klub Zhi-Shi,,4.8,"['cafe', 'food', 'point_of_interest', 'establishment']",14.0,59.94423810000001,30.35872460000001,['Чернышевская'],0.06768114226154145,27,27,9,41,106,0,2.2183005316214106,67.2
"Taym-Kafe ""Igral'nya""",2.0,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",286.0,59.94423889999999,30.3588272,['Чернышевская'],0.06282807184962212,27,27,9,41,106,0,2.2233004005296353,1344.2
Манго,2.0,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",365.0,59.94529300000001,30.364233,['Чернышевская'],0.2633959050067833,21,24,4,32,89,0,2.5440216756263623,1533.0
Naka Chay,,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",49.0,59.9462443,30.36731810000001,['Чернышевская'],0.4626364446153067,24,19,4,31,70,0,2.746237681010836,210.7
"Slide, cafe",,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",96.0,59.94533910000001,30.3696245,['Чернышевская'],0.5585100825063751,21,20,2,30,80,0,2.813529018112457,403.20000000000005
Khachapurnaya Imeruli,2.0,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",211.0,59.946162,30.367103000000004,['Чернышевская'],0.4479406275828229,24,19,4,31,71,0,2.73126965224861,928.4000000000001
British Bakery,2.0,2.0,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.94560799999999,30.3671883,['Чернышевская'],0.4316743052490271,23,18,4,31,76,0,2.7059137660087362,6.0
British Bakery,2.0,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",90.0,59.94530029999999,30.3672415,['Чернышевская'],0.4265898315500636,22,20,4,31,79,0,2.6926316741004372,368.99999999999994
Accent cafe,,4.6,"['cafe', 'food', 'point_of_interest', 'establishment']",96.0,59.944916000000006,30.3634299,['Чернышевская'],0.2092928631961094,25,24,4,35,91,0,2.4844309632370387,441.59999999999997
Chaplin-Klub,,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",147.0,59.94629969999999,30.3601981,['Чернышевская'],0.19562626614365825,21,18,6,36,87,0,2.4102991418902713,690.9
The Maze,2.0,4.1,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",120.0,59.9416453,30.3696117,['Чернышевская'],0.6394611888491056,16,24,4,19,90,0,2.6572297097879507,491.99999999999994
Sunduk,2.0,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",712.0,59.94533150000001,30.3616977,['Чернышевская'],0.13866783895596405,23,25,6,38,90,0,2.423316718584853,3132.8
Kafema - магазин кофе,,4.8,"['cafe', 'food', 'point_of_interest', 'establishment']",102.0,59.9485359,30.3590478,['Чернышевская'],0.4449374086553657,21,14,6,38,80,0,2.5080460594576124,489.59999999999997
Chaynikoff,2.0,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",485.0,59.94574739999999,30.3589802,['Чернышевская'],0.13939197368983758,23,22,8,38,91,0,2.3194958535669308,2037.0
Bushe,2.0,4.4,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",297.0,59.9414438,30.36638120000001,['Чернышевская'],0.5075434732780185,16,26,4,20,113,0,2.4789033517576,1306.8000000000002
Zavodnyye Yaytsa,2.0,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",504.0,59.94529499999999,30.363384000000003,['Чернышевская'],0.2188759068827485,25,24,4,35,89,0,2.502755408970067,2268.0
Kofeynaya Terrasa,,3.4,"['cafe', 'food', 'point_of_interest', 'establishment']",7.0,59.94946289999999,30.362490500000003,['Чернышевская'],0.5674603917064859,16,13,6,29,73,0,2.722504122486486,23.8
Oranzhereya Tavricheskogo Sada,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",38.0,59.9484875,30.3683678,['Чернышевская'],0.6507161732531425,24,8,5,32,59,0,2.9256245776665915,152.0
Арт-пространство Arhi.Life,,4.6,"['cafe', 'food', 'point_of_interest', 'establishment']",8.0,59.94910079999999,30.3738595,['Чернышевская'],0.9368308937901764,20,8,0,25,32,0,3.2222071542807442,36.8
Leon,,3.3,"['cafe', 'food', 'point_of_interest', 'establishment']",6.0,59.9499159,30.3737949,['Чернышевская'],0.9859650450169272,20,6,2,26,27,0,3.266846093467498,19.799999999999997
Tsekh85,,4.9,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",37.0,59.944039,30.36609309999999,['Чернышевская'],0.35900339000700143,23,24,5,34,94,0,2.5728677346103996,181.3
Uzbekskaya Kukhnya,,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",63.0,59.94490150000001,30.36381139999999,['Чернышевская'],0.2299868585861767,21,24,4,31,91,0,2.5023843854231362,283.5
Булочная Ф. Вольчека № 43,1.0,4.7,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",329.0,59.9453184,30.36163130000001,['Чернышевская'],0.1348582748911765,23,25,6,38,89,0,2.419381330381471,1546.3
Grinboks,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.9437407,30.3634401,['Чернышевская'],0.2252555113456488,27,24,5,39,97,0,2.424769781630207,5.0
GROSS,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.9446846,30.3616696,['Чернышевская'],0.10799411567362276,25,27,6,38,100,0,2.3858802935453403,10.0
Lodi lovert,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.94736589999999,30.3591715,['Чернышевская'],0.31452149785329936,26,20,4,46,82,0,2.4326507107576942,10.0
Sladkoyezhka,2.0,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",335.0,59.94755600000001,30.358974100000005,['Чернышевская'],0.3368435247917166,26,20,4,47,81,0,2.4367291425890385,1474.0000000000002
Ded Kho,,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",7.0,59.946986,30.358940799999992,['Чернышевская'],0.27429856279479936,26,20,6,46,83,0,2.3969899431478585,32.9
Gruzinskaya Kukhnya,,4.8,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.94809410000001,30.3589913,['Чернышевская'],0.39626124988875017,21,20,4,41,81,0,2.4745344964754046,24.0
Izyum,2.0,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",146.0,59.9478997,30.3589389,['Чернышевская'],0.375080249533011,26,20,4,47,81,0,2.4587504411813024,627.8
Lyudilyubyat,,3.5,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",2.0,59.947349,30.358856,['Чернышевская'],0.31497366252011555,26,20,4,46,83,0,2.4174639961937014,7.0
Piterskiy Kofe,,5.0,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",1.0,59.94706099999999,30.3587909,['Чернышевская'],0.2840104253783416,26,20,6,46,84,0,2.395244094883408,5.0
Coffee Like,2.0,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.946658,30.3584641,['Чернышевская'],0.2448197519006642,27,22,8,44,86,0,2.3538873636650393,15.0
"BBQ Shaverma, ул. Чайковского, 57",,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",148.0,59.9462632,30.3583975,['Чернышевская'],0.20454867545897013,25,22,8,40,88,0,2.325190862297208,621.6
Pyshechnaya Fabrika,,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.9462632,30.3583975,['Чернышевская'],0.20454867545897013,25,22,8,40,88,0,2.325190862297208,3.0
Tsekh85,,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",184.0,59.943226,30.3610337,['Чернышевская'],0.16473859301218113,23,27,10,42,110,0,2.278749107510401,828.0
Roco Coffee,,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.9421478,30.3632674,['Чернышевская'],0.3326726728174671,23,28,7,34,113,0,2.3434863499441354,3.0
Roco Coffee,,3.7,"['cafe', 'food', 'point_of_interest', 'establishment']",6.0,59.9443247,30.3595252,['Чернышевская'],0.0289679459596411,23,27,9,38,105,0,2.2618579012638147,22.200000000000003
Retro,,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",9.0,59.94408909999999,30.38229380000001,['Чернышевская'],1.2609162274940644,18,4,3,18,44,0,3.4158716101660347,39.6
Rusalka,,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",12.0,59.9431679,30.382301,['Чернышевская'],1.269734013415749,22,4,4,22,49,0,3.3845872722719443,51.599999999999994
Pakariya,,4.8,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,59.94702900000001,30.386135,['Чернышевская'],1.4999475194773,18,6,3,19,29,0,3.7324126281358545,19.2
Kafe Na Shpalernoy,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,59.9484419,30.384270500000003,['Чернышевская'],1.436929284945608,17,6,2,19,26,0,3.7009966768600764,16.0
Kafe,1.0,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.9495149,30.385453,['Чернышевская'],1.5388083258744685,7,6,2,15,19,0,3.812751276470705,22.0
Shaverma,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",76.0,59.94336429999999,30.38972969999999,['Чернышевская'],1.6807419284007812,16,2,4,15,37,0,3.7891790371867944,304.0
Kafe Magizin Bistro,,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.9428997,30.3900749,['Чернышевская'],1.7048191915875441,14,2,4,15,38,0,3.7942381286447975,9.0
"Кафе ""Буфет""",,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.944009,30.38230099999999,['Чернышевская'],1.261720953406924,18,4,3,18,44,0,3.413388403678551,15.0
Tsekh85,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.9430162,30.392943,['Чернышевская'],1.8630229086900625,5,2,4,13,31,0,3.9526654974375073,10.0
Tam-Tam,2.0,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",182.0,59.9427658,30.3823209,['Чернышевская'],1.277079314492752,20,6,4,18,53,0,3.37271880534559,746.1999999999999
Forget Me Not,,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",96.0,59.944346900000006,30.3784167,['Чернышевская'],1.0433890354013042,16,2,2,17,57,0,3.221435812460981,451.20000000000005
"Espresso, Kofeynaya Kompaniya",,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.941508999999996,30.4077139,['Новочеркасская'],1.387720938762206,0,4,5,8,15,0,4.725214693881375,10.0
"Kofeynya ""Sova""",,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",4.0,59.94428689999999,30.3970172,['Новочеркасская'],1.8886555893968024,5,6,3,14,15,0,4.2091602791842435,16.0
Stolovaya,,3.8,"['cafe', 'food', 'point_of_interest', 'establishment']",103.0,59.95039000000001,30.41397600000001,['Новочеркасская'],2.3470665298363884,0,6,1,2,16,0,5.3191211599349035,391.4
Kafe,1.0,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",279.0,59.9502167,30.4479547,['Ладожская'],2.036470754741221,0,0,11,0,12,0,7.130173826278046,1311.3
Kofe S Soboy,,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.9465501,30.4586904,['Ладожская'],1.9040049528892653,0,0,4,2,10,0,7.628880690138487,9.0
Kafe Druzhba,,2.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.947416,30.4636308,['Ладожская'],2.14649379475405,0,0,12,2,16,0,7.917950580711597,2.0
Stolovaya Irinovskiy 1,,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",41.0,59.95151959999999,30.4504511,['Ладожская'],2.2124706796285283,0,0,9,0,10,0,7.302235480048342,192.70000000000002
Mishutka,,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.948429,30.473508,['Ладожская'],2.6062942122279784,0,0,15,2,28,0,8.481318251392551,9.0
MakKafe - Industrial Ave.,2.0,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",69.0,59.94570210000001,30.476304100000004,['Ладожская'],2.5342067229523466,0,0,15,2,24,0,8.584672704953777,296.7
Eden Gardens,,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.946877,30.477572,['Ладожская'],2.6688723090054207,0,0,19,2,33,0,8.674961351895536,2.0
Shtolle,,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",27.0,59.94818530000001,30.476361600000004,['Ладожская'],2.7072528636164903,0,0,19,2,32,0,8.633159603937838,113.4
Khinkal'naya Shoti,,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",91.0,59.947236,30.4741879,['Ладожская'],2.5461928360108126,0,0,15,2,25,0,8.495072671377322,409.5
Shaverma,,4.3,"['cafe', 'food', 'point_of_interest', 'establishment']",94.0,59.9483302,30.4797904,['Ладожская'],2.8658854366987936,0,0,19,0,33,0,8.824593081043977,404.2
"Shans-3, Kafe",,3.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.94766299999999,30.4737341,['Ладожская'],2.5581913799520497,0,0,15,2,27,0,8.478314614500231,3.0
Coffee Like,2.0,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.946203,30.4742589,['Ладожская'],2.476378242915436,0,0,15,2,22,0,8.480201508955046,10.0
Chaykhana,,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",15.0,59.9458471,30.4817015,['Ладожская'],2.7935058779022524,0,0,19,0,28,0,8.885452213059828,66.0
Shaverma,,2.8,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.9448728,30.4799103,['Ладожская'],2.6511521497106503,0,0,20,2,26,0,8.771159401668696,14.0
Городские кондитерские № 1,2.0,4.7,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",306.0,59.945809,30.48924390000001,['Проспект Большевиков'],3.1534160990459226,0,0,17,0,24,0,9.302176147865506,1438.2
PRESTO,,4.7,"['cafe', 'food', 'point_of_interest', 'establishment']",3.0,59.94602399999999,30.4977631,['Проспект Большевиков'],3.391159176133277,2,0,10,0,14,0,9.77717310883811,14.100000000000001
Булочная Ф. Вольчека N101,,4.8,"['cafe', 'food', 'point_of_interest', 'establishment']",11.0,59.94572700000001,30.492123,['Проспект Большевиков'],3.2123533291204045,2,0,15,0,20,0,9.460350361331074,52.8
Shaverma 24 hours,,4.0,"['cafe', 'food', 'point_of_interest', 'establishment']",124.0,59.94559770000001,30.488916600000003,['Проспект Большевиков'],3.1245626150295562,0,0,17,0,24,0,9.280836270920423,496.0
"Косыгин дворик, гранд-кафе",2.0,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",72.0,59.94424919999999,30.4872065,['Проспект Большевиков'],2.9489576651863554,0,0,19,0,26,0,9.166769551571907,295.2
Tasty Shaverma,,4.1,"['cafe', 'food', 'point_of_interest', 'establishment']",220.0,59.94317210000001,30.4894654,['Проспект Большевиков'],2.8914055290434124,2,0,17,0,20,0,9.278567684333947,901.9999999999999
Антикафе SmokeTime,,4.7,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",39.0,59.9454684,30.483599600000005,['Ладожская'],2.8621153266155615,0,0,16,0,29,0,8.984490435509379,183.3
Kafe V Yanino,,4.2,"['cafe', 'food', 'point_of_interest', 'establishment']",5.0,59.946338,30.56386589999999,['Проспект Большевиков'],6.173998645016501,0,0,2,0,4,0,13.451299873317714,21.0
Skewers and Khinkali,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.946295600000006,30.5591553,['Проспект Большевиков'],5.941724728652249,0,0,2,0,2,0,13.188860809372473,5.0
Kafe Khalyal',,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.9452679,30.58822899999999,['Улица Дыбенко'],7.2163661116826905,0,0,0,0,3,0,14.796764110377737,9.0
Суши Yanino,,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",1.0,59.94692850000001,30.5747802,['Улица Дыбенко'],6.738026592331472,0,0,0,0,4,0,14.064814044449847,1.0
Shaverma,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.9468913,30.574775800000005,['Улица Дыбенко'],6.735145642717893,0,0,0,0,4,0,14.06415982681064,10.0
Zolushka,2.0,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",54.0,59.95325799999999,30.213867,['Приморская'],1.2682803977296246,0,0,4,1,10,0,6.535882979369663,237.60000000000002
Cafe Cayman,,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.9545193,30.2121898,['Приморская'],1.414563714259659,0,0,4,1,10,0,6.670872250001117,9.0
Булочная Ф. Вольчека № 83,1.0,4.8,"['cafe', 'bakery', 'food', 'point_of_interest', 'store', 'establishment']",115.0,59.9544814,30.213283199999992,['Приморская'],1.3588936555430184,0,0,4,1,10,0,6.611976729646541,552.0
Kafeshka Maniny Bubliki,,5.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.954793,30.2145439,['Приморская'],1.315830433833643,0,0,4,1,10,0,6.557836942404665,10.0
Ya Lyublyu Khinkali,,4.4,"['cafe', 'food', 'point_of_interest', 'establishment']",190.0,59.9563534,30.22404550000001,['Приморская'],1.0487096856842921,2,1,8,2,13,0,6.130951015482897,836.0000000000001
Gruzinskaya Vypechka,,1.0,"['cafe', 'food', 'point_of_interest', 'establishment']",2.0,59.9561341,30.22528280000001,['Приморская'],0.9907960771452028,2,1,8,4,15,0,6.057830519942994,2.0
Я❤Шаверму,,4.5,"['cafe', 'food', 'point_of_interest', 'establishment']",11.0,59.9542824,30.21867030000001,['Приморская'],1.0925511305900797,0,0,4,1,11,0,6.3219741127491,49.5
